PROCESS_UUID	PROCESS_NAME	FLOW_UUID	FLOW_NAME	UNIT	
ff0d1486-4403-39e0-aacd-9dfc78eec840	winter wheat; at harvest; at farm; wet basis	329c4cc3-d95e-32af-bd13-8ea98073a724	winter wheat; at harvest; at farm; wet basis	kg	
d99d737d-a677-3aac-92d6-47ad9b82791d	winter wheat; at harvest; at farm; wet basis	329c4cc3-d95e-32af-bd13-8ea98073a724	winter wheat; at harvest; at farm; wet basis	kg	
ade7d478-4cc7-36c4-990e-7ef4cee243b7	winter wheat; at harvest; at farm; wet basis	329c4cc3-d95e-32af-bd13-8ea98073a724	winter wheat; at harvest; at farm; wet basis	kg	
22ed1513-5797-3979-8782-5323df1e5f7d	winter wheat; at harvest; at farm; wet basis	329c4cc3-d95e-32af-bd13-8ea98073a724	winter wheat; at harvest; at farm; wet basis	kg	
29709941-ad78-3400-b0e2-e934973f4119	winter wheat; at harvest; at farm; wet basis	329c4cc3-d95e-32af-bd13-8ea98073a724	winter wheat; at harvest; at farm; wet basis	kg	
448d0e46-23f5-3127-a073-35f8b18ddbeb	winter wheat; at harvest; at farm; wet basis	329c4cc3-d95e-32af-bd13-8ea98073a724	winter wheat; at harvest; at farm; wet basis	kg	
d0b78246-7d76-36c9-ac63-4ebf4dc49fec	winter wheat; at harvest; at farm; wet basis	329c4cc3-d95e-32af-bd13-8ea98073a724	winter wheat; at harvest; at farm; wet basis	kg	
1c6fb838-7253-3ebb-9f7a-c89ccbf1aec9	winter wheat; at harvest; at farm; wet basis	329c4cc3-d95e-32af-bd13-8ea98073a724	winter wheat; at harvest; at farm; wet basis	kg	
69d1f310-af10-30a3-a4ca-d1fc6384d54e	corn grain; at harvest; at farm; wet basis	53321e2d-11af-3585-afc8-1a78e9693ead	corn residue; at harvest; at farm; wet basis	kg	
1abd2099-2ff2-31d0-8984-b6cbd519ebec	corn grain; at harvest; at farm; wet basis	53321e2d-11af-3585-afc8-1a78e9693ead	corn residue; at harvest; at farm; wet basis	kg	
59ec3900-70f9-396c-b94d-a6e07fa8adf8	corn grain; at harvest; at farm; wet basis	53321e2d-11af-3585-afc8-1a78e9693ead	corn residue; at harvest; at farm; wet basis	kg	
a4a780ab-98ec-3dd5-a376-908a473b76b9	corn grain; at harvest; at farm; wet basis	53321e2d-11af-3585-afc8-1a78e9693ead	corn residue; at harvest; at farm; wet basis	kg	
bdeb6e55-4611-3e32-983e-adbcef975c98	corn grain; at harvest; at farm; wet basis	53321e2d-11af-3585-afc8-1a78e9693ead	corn residue; at harvest; at farm; wet basis	kg	
8d2e395a-34ff-38e5-bc51-0137ba1d1967	corn grain; at harvest; at farm; wet basis	53321e2d-11af-3585-afc8-1a78e9693ead	corn residue; at harvest; at farm; wet basis	kg	
8a953f56-5bb5-3f66-82e0-5f671710222c	corn grain; at harvest; at farm; wet basis	53321e2d-11af-3585-afc8-1a78e9693ead	corn residue; at harvest; at farm; wet basis	kg	
651c67d4-6fdf-3704-a7f9-b177e9d00015	corn grain; at harvest; at farm; wet basis	53321e2d-11af-3585-afc8-1a78e9693ead	corn residue; at harvest; at farm; wet basis	kg	
3a42fb23-7cd3-3981-8cca-0641a74dfa7f	corn grain; at harvest; at farm; wet basis	53321e2d-11af-3585-afc8-1a78e9693ead	corn residue; at harvest; at farm; wet basis	kg	
4a2c995b-270a-3e35-9a96-417f77cb0c25	corn grain; at harvest; at farm; wet basis	53321e2d-11af-3585-afc8-1a78e9693ead	corn residue; at harvest; at farm; wet basis	kg	
9644b21b-5bec-3a05-aeb8-15afbd9e811e	corn grain; at harvest; at farm; wet basis	53321e2d-11af-3585-afc8-1a78e9693ead	corn residue; at harvest; at farm; wet basis	kg	
7a5b5759-1ae0-39e6-aaf8-28b288e0b5cc	corn grain; at harvest; at farm; wet basis	53321e2d-11af-3585-afc8-1a78e9693ead	corn residue; at harvest; at farm; wet basis	kg	
113caf9d-b82d-3ae3-94bc-7dc9b2b62d10	corn grain; at harvest; at farm; wet basis	53321e2d-11af-3585-afc8-1a78e9693ead	corn residue; at harvest; at farm; wet basis	kg	
dc952234-ff3c-3089-836f-f4e447905613	corn grain; at harvest; at farm; wet basis	53321e2d-11af-3585-afc8-1a78e9693ead	corn residue; at harvest; at farm; wet basis	kg	
076e1b2a-6ada-3a4b-9ed0-dc87585758fb	corn grain; at harvest; at farm; wet basis	53321e2d-11af-3585-afc8-1a78e9693ead	corn residue; at harvest; at farm; wet basis	kg	
49124cd6-bc87-32ae-8dad-18e1f5905956	corn grain; at harvest; at farm; wet basis	53321e2d-11af-3585-afc8-1a78e9693ead	corn residue; at harvest; at farm; wet basis	kg	
5d434cd0-a043-3474-92d0-3ae0a5394768	corn grain; at harvest; at farm; wet basis	53321e2d-11af-3585-afc8-1a78e9693ead	corn residue; at harvest; at farm; wet basis	kg	
d470faa4-ccf5-3cac-82f5-7a8468145ffa	corn grain; at harvest; at farm; wet basis	53321e2d-11af-3585-afc8-1a78e9693ead	corn residue; at harvest; at farm; wet basis	kg	
be548ebe-5e21-3a41-ad34-4a8c81fe1ab6	corn grain; at harvest; at farm; wet basis	53321e2d-11af-3585-afc8-1a78e9693ead	corn residue; at harvest; at farm; wet basis	kg	
a08a4697-d24a-308b-adca-9cd1c28363d4	corn grain; at harvest; at farm; wet basis	53321e2d-11af-3585-afc8-1a78e9693ead	corn residue; at harvest; at farm; wet basis	kg	
69d1f310-af10-30a3-a4ca-d1fc6384d54e	corn grain; at harvest; at farm; wet basis	0ba73ccc-da2f-3e3d-990c-689c1b4f3589	corn silage; at harvest; at farm; wet basis	kg	
1abd2099-2ff2-31d0-8984-b6cbd519ebec	corn grain; at harvest; at farm; wet basis	0ba73ccc-da2f-3e3d-990c-689c1b4f3589	corn silage; at harvest; at farm; wet basis	kg	
59ec3900-70f9-396c-b94d-a6e07fa8adf8	corn grain; at harvest; at farm; wet basis	0ba73ccc-da2f-3e3d-990c-689c1b4f3589	corn silage; at harvest; at farm; wet basis	kg	
a4a780ab-98ec-3dd5-a376-908a473b76b9	corn grain; at harvest; at farm; wet basis	0ba73ccc-da2f-3e3d-990c-689c1b4f3589	corn silage; at harvest; at farm; wet basis	kg	
bdeb6e55-4611-3e32-983e-adbcef975c98	corn grain; at harvest; at farm; wet basis	0ba73ccc-da2f-3e3d-990c-689c1b4f3589	corn silage; at harvest; at farm; wet basis	kg	
8d2e395a-34ff-38e5-bc51-0137ba1d1967	corn grain; at harvest; at farm; wet basis	0ba73ccc-da2f-3e3d-990c-689c1b4f3589	corn silage; at harvest; at farm; wet basis	kg	
8a953f56-5bb5-3f66-82e0-5f671710222c	corn grain; at harvest; at farm; wet basis	0ba73ccc-da2f-3e3d-990c-689c1b4f3589	corn silage; at harvest; at farm; wet basis	kg	
651c67d4-6fdf-3704-a7f9-b177e9d00015	corn grain; at harvest; at farm; wet basis	0ba73ccc-da2f-3e3d-990c-689c1b4f3589	corn silage; at harvest; at farm; wet basis	kg	
3a42fb23-7cd3-3981-8cca-0641a74dfa7f	corn grain; at harvest; at farm; wet basis	0ba73ccc-da2f-3e3d-990c-689c1b4f3589	corn silage; at harvest; at farm; wet basis	kg	
4a2c995b-270a-3e35-9a96-417f77cb0c25	corn grain; at harvest; at farm; wet basis	0ba73ccc-da2f-3e3d-990c-689c1b4f3589	corn silage; at harvest; at farm; wet basis	kg	
9644b21b-5bec-3a05-aeb8-15afbd9e811e	corn grain; at harvest; at farm; wet basis	0ba73ccc-da2f-3e3d-990c-689c1b4f3589	corn silage; at harvest; at farm; wet basis	kg	
7a5b5759-1ae0-39e6-aaf8-28b288e0b5cc	corn grain; at harvest; at farm; wet basis	0ba73ccc-da2f-3e3d-990c-689c1b4f3589	corn silage; at harvest; at farm; wet basis	kg	
113caf9d-b82d-3ae3-94bc-7dc9b2b62d10	corn grain; at harvest; at farm; wet basis	0ba73ccc-da2f-3e3d-990c-689c1b4f3589	corn silage; at harvest; at farm; wet basis	kg	
dc952234-ff3c-3089-836f-f4e447905613	corn grain; at harvest; at farm; wet basis	0ba73ccc-da2f-3e3d-990c-689c1b4f3589	corn silage; at harvest; at farm; wet basis	kg	
076e1b2a-6ada-3a4b-9ed0-dc87585758fb	corn grain; at harvest; at farm; wet basis	0ba73ccc-da2f-3e3d-990c-689c1b4f3589	corn silage; at harvest; at farm; wet basis	kg	
49124cd6-bc87-32ae-8dad-18e1f5905956	corn grain; at harvest; at farm; wet basis	0ba73ccc-da2f-3e3d-990c-689c1b4f3589	corn silage; at harvest; at farm; wet basis	kg	
5d434cd0-a043-3474-92d0-3ae0a5394768	corn grain; at harvest; at farm; wet basis	0ba73ccc-da2f-3e3d-990c-689c1b4f3589	corn silage; at harvest; at farm; wet basis	kg	
d470faa4-ccf5-3cac-82f5-7a8468145ffa	corn grain; at harvest; at farm; wet basis	0ba73ccc-da2f-3e3d-990c-689c1b4f3589	corn silage; at harvest; at farm; wet basis	kg	
be548ebe-5e21-3a41-ad34-4a8c81fe1ab6	corn grain; at harvest; at farm; wet basis	0ba73ccc-da2f-3e3d-990c-689c1b4f3589	corn silage; at harvest; at farm; wet basis	kg	
a08a4697-d24a-308b-adca-9cd1c28363d4	corn grain; at harvest; at farm; wet basis	0ba73ccc-da2f-3e3d-990c-689c1b4f3589	corn silage; at harvest; at farm; wet basis	kg	
69d1f310-af10-30a3-a4ca-d1fc6384d54e	corn grain; at harvest; at farm; wet basis	8cf89fcb-4b36-3dd7-b1a7-47df7de207ba	corn grain; at harvest; at farm; wet basis	kg	
1abd2099-2ff2-31d0-8984-b6cbd519ebec	corn grain; at harvest; at farm; wet basis	8cf89fcb-4b36-3dd7-b1a7-47df7de207ba	corn grain; at harvest; at farm; wet basis	kg	
59ec3900-70f9-396c-b94d-a6e07fa8adf8	corn grain; at harvest; at farm; wet basis	8cf89fcb-4b36-3dd7-b1a7-47df7de207ba	corn grain; at harvest; at farm; wet basis	kg	
a4a780ab-98ec-3dd5-a376-908a473b76b9	corn grain; at harvest; at farm; wet basis	8cf89fcb-4b36-3dd7-b1a7-47df7de207ba	corn grain; at harvest; at farm; wet basis	kg	
bdeb6e55-4611-3e32-983e-adbcef975c98	corn grain; at harvest; at farm; wet basis	8cf89fcb-4b36-3dd7-b1a7-47df7de207ba	corn grain; at harvest; at farm; wet basis	kg	
8d2e395a-34ff-38e5-bc51-0137ba1d1967	corn grain; at harvest; at farm; wet basis	8cf89fcb-4b36-3dd7-b1a7-47df7de207ba	corn grain; at harvest; at farm; wet basis	kg	
8a953f56-5bb5-3f66-82e0-5f671710222c	corn grain; at harvest; at farm; wet basis	8cf89fcb-4b36-3dd7-b1a7-47df7de207ba	corn grain; at harvest; at farm; wet basis	kg	
651c67d4-6fdf-3704-a7f9-b177e9d00015	corn grain; at harvest; at farm; wet basis	8cf89fcb-4b36-3dd7-b1a7-47df7de207ba	corn grain; at harvest; at farm; wet basis	kg	
3a42fb23-7cd3-3981-8cca-0641a74dfa7f	corn grain; at harvest; at farm; wet basis	8cf89fcb-4b36-3dd7-b1a7-47df7de207ba	corn grain; at harvest; at farm; wet basis	kg	
4a2c995b-270a-3e35-9a96-417f77cb0c25	corn grain; at harvest; at farm; wet basis	8cf89fcb-4b36-3dd7-b1a7-47df7de207ba	corn grain; at harvest; at farm; wet basis	kg	
9644b21b-5bec-3a05-aeb8-15afbd9e811e	corn grain; at harvest; at farm; wet basis	8cf89fcb-4b36-3dd7-b1a7-47df7de207ba	corn grain; at harvest; at farm; wet basis	kg	
7a5b5759-1ae0-39e6-aaf8-28b288e0b5cc	corn grain; at harvest; at farm; wet basis	8cf89fcb-4b36-3dd7-b1a7-47df7de207ba	corn grain; at harvest; at farm; wet basis	kg	
113caf9d-b82d-3ae3-94bc-7dc9b2b62d10	corn grain; at harvest; at farm; wet basis	8cf89fcb-4b36-3dd7-b1a7-47df7de207ba	corn grain; at harvest; at farm; wet basis	kg	
dc952234-ff3c-3089-836f-f4e447905613	corn grain; at harvest; at farm; wet basis	8cf89fcb-4b36-3dd7-b1a7-47df7de207ba	corn grain; at harvest; at farm; wet basis	kg	
076e1b2a-6ada-3a4b-9ed0-dc87585758fb	corn grain; at harvest; at farm; wet basis	8cf89fcb-4b36-3dd7-b1a7-47df7de207ba	corn grain; at harvest; at farm; wet basis	kg	
49124cd6-bc87-32ae-8dad-18e1f5905956	corn grain; at harvest; at farm; wet basis	8cf89fcb-4b36-3dd7-b1a7-47df7de207ba	corn grain; at harvest; at farm; wet basis	kg	
5d434cd0-a043-3474-92d0-3ae0a5394768	corn grain; at harvest; at farm; wet basis	8cf89fcb-4b36-3dd7-b1a7-47df7de207ba	corn grain; at harvest; at farm; wet basis	kg	
d470faa4-ccf5-3cac-82f5-7a8468145ffa	corn grain; at harvest; at farm; wet basis	8cf89fcb-4b36-3dd7-b1a7-47df7de207ba	corn grain; at harvest; at farm; wet basis	kg	
be548ebe-5e21-3a41-ad34-4a8c81fe1ab6	corn grain; at harvest; at farm; wet basis	8cf89fcb-4b36-3dd7-b1a7-47df7de207ba	corn grain; at harvest; at farm; wet basis	kg	
a08a4697-d24a-308b-adca-9cd1c28363d4	corn grain; at harvest; at farm; wet basis	8cf89fcb-4b36-3dd7-b1a7-47df7de207ba	corn grain; at harvest; at farm; wet basis	kg	
b7d77465-e6c1-367c-a8f6-8e4e1b242272	soybeans; at harvest; at farm; wet basis	c4ec2725-2416-3d11-8478-38d8967bd0be	soybeans residue; at harvest; at farm; wet basis	kg	
c6154126-b352-3fbc-b3c1-1fcf1d9e950d	soybeans; at harvest; at farm; wet basis	c4ec2725-2416-3d11-8478-38d8967bd0be	soybeans residue; at harvest; at farm; wet basis	kg	
5316455b-5c7d-3d4b-80a1-cddb59a67bea	soybeans; at harvest; at farm; wet basis	c4ec2725-2416-3d11-8478-38d8967bd0be	soybeans residue; at harvest; at farm; wet basis	kg	
21d3e942-a243-3d78-934e-15a08c6d6c94	soybeans; at harvest; at farm; wet basis	c4ec2725-2416-3d11-8478-38d8967bd0be	soybeans residue; at harvest; at farm; wet basis	kg	
0dbe0bea-7c97-354e-b7ed-37a97db8f79d	soybeans; at harvest; at farm; wet basis	c4ec2725-2416-3d11-8478-38d8967bd0be	soybeans residue; at harvest; at farm; wet basis	kg	
cb421abf-95c0-3d85-aba8-136963b7240a	soybeans; at harvest; at farm; wet basis	c4ec2725-2416-3d11-8478-38d8967bd0be	soybeans residue; at harvest; at farm; wet basis	kg	
a23272de-6c2e-30da-9d11-43425e2dec7c	soybeans; at harvest; at farm; wet basis	c4ec2725-2416-3d11-8478-38d8967bd0be	soybeans residue; at harvest; at farm; wet basis	kg	
734e7fef-fded-3005-9be7-975544440514	soybeans; at harvest; at farm; wet basis	c4ec2725-2416-3d11-8478-38d8967bd0be	soybeans residue; at harvest; at farm; wet basis	kg	
c21343f2-3841-34f2-b4aa-675a57b189b5	soybeans; at harvest; at farm; wet basis	c4ec2725-2416-3d11-8478-38d8967bd0be	soybeans residue; at harvest; at farm; wet basis	kg	
677cf356-e1ff-34c2-ab9a-1882842c4b35	soybeans; at harvest; at farm; wet basis	c4ec2725-2416-3d11-8478-38d8967bd0be	soybeans residue; at harvest; at farm; wet basis	kg	
406e1aaf-cc14-3f7f-99bf-e6bad2ab7594	soybeans; at harvest; at farm; wet basis	c4ec2725-2416-3d11-8478-38d8967bd0be	soybeans residue; at harvest; at farm; wet basis	kg	
b852d7ec-071a-3084-82ac-c529db0610ce	soybeans; at harvest; at farm; wet basis	c4ec2725-2416-3d11-8478-38d8967bd0be	soybeans residue; at harvest; at farm; wet basis	kg	
f07fc720-e78e-3428-88cf-128e63458d5e	soybeans; at harvest; at farm; wet basis	c4ec2725-2416-3d11-8478-38d8967bd0be	soybeans residue; at harvest; at farm; wet basis	kg	
e594c5f8-4f6a-3b1a-a1d3-fd79f1794a8a	soybeans; at harvest; at farm; wet basis	c4ec2725-2416-3d11-8478-38d8967bd0be	soybeans residue; at harvest; at farm; wet basis	kg	
6ca0ff2a-56e3-31ba-9bf0-0be4490279bd	soybeans; at harvest; at farm; wet basis	c4ec2725-2416-3d11-8478-38d8967bd0be	soybeans residue; at harvest; at farm; wet basis	kg	
b704af20-2bec-3ff3-8555-941331be9f2d	soybeans; at harvest; at farm; wet basis	c4ec2725-2416-3d11-8478-38d8967bd0be	soybeans residue; at harvest; at farm; wet basis	kg	
6ab5c6cf-2cba-339a-864d-abd6b4cfd14c	soybeans; at harvest; at farm; wet basis	c4ec2725-2416-3d11-8478-38d8967bd0be	soybeans residue; at harvest; at farm; wet basis	kg	
802b4bf3-d560-3158-be6a-7c981a60c502	soybeans; at harvest; at farm; wet basis	c4ec2725-2416-3d11-8478-38d8967bd0be	soybeans residue; at harvest; at farm; wet basis	kg	
6e7fd604-10f5-36a8-b2e5-1ddb749f51bd	soybeans; at harvest; at farm; wet basis	c4ec2725-2416-3d11-8478-38d8967bd0be	soybeans residue; at harvest; at farm; wet basis	kg	
665fa1ee-030b-3628-99cf-ec301ae0037b	soybeans; at harvest; at farm; wet basis	c4ec2725-2416-3d11-8478-38d8967bd0be	soybeans residue; at harvest; at farm; wet basis	kg	
0caed4fd-582d-36c4-a5a3-35cf0a2fb6cf	soybeans; at harvest; at farm; wet basis	c4ec2725-2416-3d11-8478-38d8967bd0be	soybeans residue; at harvest; at farm; wet basis	kg	
b7d77465-e6c1-367c-a8f6-8e4e1b242272	soybeans; at harvest; at farm; wet basis	3e36daf8-0258-35a8-b0e0-2a168442fc54	soybeans; at harvest; at farm; wet basis	kg	
c6154126-b352-3fbc-b3c1-1fcf1d9e950d	soybeans; at harvest; at farm; wet basis	3e36daf8-0258-35a8-b0e0-2a168442fc54	soybeans; at harvest; at farm; wet basis	kg	
5316455b-5c7d-3d4b-80a1-cddb59a67bea	soybeans; at harvest; at farm; wet basis	3e36daf8-0258-35a8-b0e0-2a168442fc54	soybeans; at harvest; at farm; wet basis	kg	
21d3e942-a243-3d78-934e-15a08c6d6c94	soybeans; at harvest; at farm; wet basis	3e36daf8-0258-35a8-b0e0-2a168442fc54	soybeans; at harvest; at farm; wet basis	kg	
0dbe0bea-7c97-354e-b7ed-37a97db8f79d	soybeans; at harvest; at farm; wet basis	3e36daf8-0258-35a8-b0e0-2a168442fc54	soybeans; at harvest; at farm; wet basis	kg	
cb421abf-95c0-3d85-aba8-136963b7240a	soybeans; at harvest; at farm; wet basis	3e36daf8-0258-35a8-b0e0-2a168442fc54	soybeans; at harvest; at farm; wet basis	kg	
a23272de-6c2e-30da-9d11-43425e2dec7c	soybeans; at harvest; at farm; wet basis	3e36daf8-0258-35a8-b0e0-2a168442fc54	soybeans; at harvest; at farm; wet basis	kg	
734e7fef-fded-3005-9be7-975544440514	soybeans; at harvest; at farm; wet basis	3e36daf8-0258-35a8-b0e0-2a168442fc54	soybeans; at harvest; at farm; wet basis	kg	
c21343f2-3841-34f2-b4aa-675a57b189b5	soybeans; at harvest; at farm; wet basis	3e36daf8-0258-35a8-b0e0-2a168442fc54	soybeans; at harvest; at farm; wet basis	kg	
677cf356-e1ff-34c2-ab9a-1882842c4b35	soybeans; at harvest; at farm; wet basis	3e36daf8-0258-35a8-b0e0-2a168442fc54	soybeans; at harvest; at farm; wet basis	kg	
406e1aaf-cc14-3f7f-99bf-e6bad2ab7594	soybeans; at harvest; at farm; wet basis	3e36daf8-0258-35a8-b0e0-2a168442fc54	soybeans; at harvest; at farm; wet basis	kg	
b852d7ec-071a-3084-82ac-c529db0610ce	soybeans; at harvest; at farm; wet basis	3e36daf8-0258-35a8-b0e0-2a168442fc54	soybeans; at harvest; at farm; wet basis	kg	
f07fc720-e78e-3428-88cf-128e63458d5e	soybeans; at harvest; at farm; wet basis	3e36daf8-0258-35a8-b0e0-2a168442fc54	soybeans; at harvest; at farm; wet basis	kg	
e594c5f8-4f6a-3b1a-a1d3-fd79f1794a8a	soybeans; at harvest; at farm; wet basis	3e36daf8-0258-35a8-b0e0-2a168442fc54	soybeans; at harvest; at farm; wet basis	kg	
6ca0ff2a-56e3-31ba-9bf0-0be4490279bd	soybeans; at harvest; at farm; wet basis	3e36daf8-0258-35a8-b0e0-2a168442fc54	soybeans; at harvest; at farm; wet basis	kg	
b704af20-2bec-3ff3-8555-941331be9f2d	soybeans; at harvest; at farm; wet basis	3e36daf8-0258-35a8-b0e0-2a168442fc54	soybeans; at harvest; at farm; wet basis	kg	
6ab5c6cf-2cba-339a-864d-abd6b4cfd14c	soybeans; at harvest; at farm; wet basis	3e36daf8-0258-35a8-b0e0-2a168442fc54	soybeans; at harvest; at farm; wet basis	kg	
802b4bf3-d560-3158-be6a-7c981a60c502	soybeans; at harvest; at farm; wet basis	3e36daf8-0258-35a8-b0e0-2a168442fc54	soybeans; at harvest; at farm; wet basis	kg	
6e7fd604-10f5-36a8-b2e5-1ddb749f51bd	soybeans; at harvest; at farm; wet basis	3e36daf8-0258-35a8-b0e0-2a168442fc54	soybeans; at harvest; at farm; wet basis	kg	
665fa1ee-030b-3628-99cf-ec301ae0037b	soybeans; at harvest; at farm; wet basis	3e36daf8-0258-35a8-b0e0-2a168442fc54	soybeans; at harvest; at farm; wet basis	kg	
0caed4fd-582d-36c4-a5a3-35cf0a2fb6cf	soybeans; at harvest; at farm; wet basis	3e36daf8-0258-35a8-b0e0-2a168442fc54	soybeans; at harvest; at farm; wet basis	kg	
9aba69ab-cf03-3eec-a096-97c08fda923b	cotton lint; at harvest; at farm; wet basis	85d847bc-adb3-3d6c-b0e2-a183bb412af5	cotton residue; at harvest; at farm; wet basis	kg	
6ef50386-ab20-33bf-9f34-f636a2cda689	cotton lint; at harvest; at farm; wet basis	85d847bc-adb3-3d6c-b0e2-a183bb412af5	cotton residue; at harvest; at farm; wet basis	kg	
9f666cc6-754f-38da-b3f7-33546b645a38	cotton lint; at harvest; at farm; wet basis	85d847bc-adb3-3d6c-b0e2-a183bb412af5	cotton residue; at harvest; at farm; wet basis	kg	
9c8506df-f50d-31f7-9e50-cb102fb1473f	cotton lint; at harvest; at farm; wet basis	85d847bc-adb3-3d6c-b0e2-a183bb412af5	cotton residue; at harvest; at farm; wet basis	kg	
8b433f43-b28b-37a8-924a-9f10f2bb6ecd	cotton lint; at harvest; at farm; wet basis	85d847bc-adb3-3d6c-b0e2-a183bb412af5	cotton residue; at harvest; at farm; wet basis	kg	
26777f1e-6c00-35f2-958b-5d0e97dde273	cotton lint; at harvest; at farm; wet basis	85d847bc-adb3-3d6c-b0e2-a183bb412af5	cotton residue; at harvest; at farm; wet basis	kg	
4b62c920-5a2a-3823-b0db-b8a5804f96cb	cotton lint; at harvest; at farm; wet basis	85d847bc-adb3-3d6c-b0e2-a183bb412af5	cotton residue; at harvest; at farm; wet basis	kg	
03c1c840-45c4-3acb-8f93-9abf84cca4d0	cotton lint; at harvest; at farm; wet basis	85d847bc-adb3-3d6c-b0e2-a183bb412af5	cotton residue; at harvest; at farm; wet basis	kg	
048871d1-ff1e-3670-a999-cc9103c51d44	cotton lint; at harvest; at farm; wet basis	85d847bc-adb3-3d6c-b0e2-a183bb412af5	cotton residue; at harvest; at farm; wet basis	kg	
1c4b5975-657e-39b9-8715-8099baf48795	cotton lint; at harvest; at farm; wet basis	85d847bc-adb3-3d6c-b0e2-a183bb412af5	cotton residue; at harvest; at farm; wet basis	kg	
6783ceaf-87a9-3bba-8f3e-57a5e15daef3	cotton lint; at harvest; at farm; wet basis	85d847bc-adb3-3d6c-b0e2-a183bb412af5	cotton residue; at harvest; at farm; wet basis	kg	
92139743-8503-32e1-bd86-5fe8c690df31	cotton lint; at harvest; at farm; wet basis	85d847bc-adb3-3d6c-b0e2-a183bb412af5	cotton residue; at harvest; at farm; wet basis	kg	
9aba69ab-cf03-3eec-a096-97c08fda923b	cotton lint; at harvest; at farm; wet basis	62961b7c-2160-337f-9d91-d419c108921c	cottonseed; at harvest; at farm; wet basis	kg	
6ef50386-ab20-33bf-9f34-f636a2cda689	cotton lint; at harvest; at farm; wet basis	62961b7c-2160-337f-9d91-d419c108921c	cottonseed; at harvest; at farm; wet basis	kg	
9f666cc6-754f-38da-b3f7-33546b645a38	cotton lint; at harvest; at farm; wet basis	62961b7c-2160-337f-9d91-d419c108921c	cottonseed; at harvest; at farm; wet basis	kg	
9c8506df-f50d-31f7-9e50-cb102fb1473f	cotton lint; at harvest; at farm; wet basis	62961b7c-2160-337f-9d91-d419c108921c	cottonseed; at harvest; at farm; wet basis	kg	
8b433f43-b28b-37a8-924a-9f10f2bb6ecd	cotton lint; at harvest; at farm; wet basis	62961b7c-2160-337f-9d91-d419c108921c	cottonseed; at harvest; at farm; wet basis	kg	
26777f1e-6c00-35f2-958b-5d0e97dde273	cotton lint; at harvest; at farm; wet basis	62961b7c-2160-337f-9d91-d419c108921c	cottonseed; at harvest; at farm; wet basis	kg	
4b62c920-5a2a-3823-b0db-b8a5804f96cb	cotton lint; at harvest; at farm; wet basis	62961b7c-2160-337f-9d91-d419c108921c	cottonseed; at harvest; at farm; wet basis	kg	
03c1c840-45c4-3acb-8f93-9abf84cca4d0	cotton lint; at harvest; at farm; wet basis	62961b7c-2160-337f-9d91-d419c108921c	cottonseed; at harvest; at farm; wet basis	kg	
048871d1-ff1e-3670-a999-cc9103c51d44	cotton lint; at harvest; at farm; wet basis	62961b7c-2160-337f-9d91-d419c108921c	cottonseed; at harvest; at farm; wet basis	kg	
1c4b5975-657e-39b9-8715-8099baf48795	cotton lint; at harvest; at farm; wet basis	62961b7c-2160-337f-9d91-d419c108921c	cottonseed; at harvest; at farm; wet basis	kg	
6783ceaf-87a9-3bba-8f3e-57a5e15daef3	cotton lint; at harvest; at farm; wet basis	62961b7c-2160-337f-9d91-d419c108921c	cottonseed; at harvest; at farm; wet basis	kg	
92139743-8503-32e1-bd86-5fe8c690df31	cotton lint; at harvest; at farm; wet basis	62961b7c-2160-337f-9d91-d419c108921c	cottonseed; at harvest; at farm; wet basis	kg	
9aba69ab-cf03-3eec-a096-97c08fda923b	cotton lint; at harvest; at farm; wet basis	18f7184a-5bab-3f9f-8e11-b121d3baecb3	cotton lint; at harvest; at farm; wet basis	kg	
6ef50386-ab20-33bf-9f34-f636a2cda689	cotton lint; at harvest; at farm; wet basis	18f7184a-5bab-3f9f-8e11-b121d3baecb3	cotton lint; at harvest; at farm; wet basis	kg	
9f666cc6-754f-38da-b3f7-33546b645a38	cotton lint; at harvest; at farm; wet basis	18f7184a-5bab-3f9f-8e11-b121d3baecb3	cotton lint; at harvest; at farm; wet basis	kg	
9c8506df-f50d-31f7-9e50-cb102fb1473f	cotton lint; at harvest; at farm; wet basis	18f7184a-5bab-3f9f-8e11-b121d3baecb3	cotton lint; at harvest; at farm; wet basis	kg	
8b433f43-b28b-37a8-924a-9f10f2bb6ecd	cotton lint; at harvest; at farm; wet basis	18f7184a-5bab-3f9f-8e11-b121d3baecb3	cotton lint; at harvest; at farm; wet basis	kg	
26777f1e-6c00-35f2-958b-5d0e97dde273	cotton lint; at harvest; at farm; wet basis	18f7184a-5bab-3f9f-8e11-b121d3baecb3	cotton lint; at harvest; at farm; wet basis	kg	
4b62c920-5a2a-3823-b0db-b8a5804f96cb	cotton lint; at harvest; at farm; wet basis	18f7184a-5bab-3f9f-8e11-b121d3baecb3	cotton lint; at harvest; at farm; wet basis	kg	
03c1c840-45c4-3acb-8f93-9abf84cca4d0	cotton lint; at harvest; at farm; wet basis	18f7184a-5bab-3f9f-8e11-b121d3baecb3	cotton lint; at harvest; at farm; wet basis	kg	
048871d1-ff1e-3670-a999-cc9103c51d44	cotton lint; at harvest; at farm; wet basis	18f7184a-5bab-3f9f-8e11-b121d3baecb3	cotton lint; at harvest; at farm; wet basis	kg	
