PROCESS_UUID	PROCESS_NAME	FLOW_UUID	FLOW_NAME	UNIT
5c8b118e-79c8-3f6b-8cb0-9c7dbac0bffa	disposal, limestone residue, 5% water, to inert material landfill	db44f7b3-2510-33ab-9ed5-302bf5b32214	disposal, limestone residue, 5% water, to inert material landfill	kg
91aaebc4-8c01-329f-bf44-f64c175fcf10	cumene, at plant	7ae60378-40cb-35a1-98af-5d767449fa9d	cumene, at plant	kg
07a461a3-d4fe-3424-9d3e-cffa105d43f7	benzaldehyde, at plant	30fbabf9-dc96-348f-80f2-91acbf57e8cd	benzaldehyde, at plant	kg
5c79d524-434e-31d9-b0f7-95ef8c16ee61	disposal, concrete, 5% water, to inert material landfill	d587655a-f2a3-343a-9f1c-8094a0ff2791	disposal, concrete, 5% water, to inert material landfill	kg
a1badd6e-22f9-3e2b-a376-e2c155ef153e	silver, secondary, at precious metal refinery	4b97aacc-cf7e-3afb-ab1c-d32d9900b37f	silver, secondary, at precious metal refinery	kg
3d2f5c47-ceb2-3295-9cf6-1cc9b7270730	dismantling, printer, laser, mechanically, at plant	dc8acec2-e779-336f-b7b1-abd4519f04bf	dismantling, printer, laser, mechanically, at plant	kg
0e7ec892-2ef8-3eee-9360-9ac287a5036e	hard coal, at mine	710739a0-5135-3770-b7eb-4c17a6fb5523	hard coal, at mine	kg
4979d86f-7dbd-388e-9978-656c6c48933d	acetaldehyde, at plant	9e75f3a9-e09d-3481-8441-1dc728690ac1	acetaldehyde, at plant	kg
b4236d89-6a22-3edd-be1a-0d417fab71e2	paraffin, at plant	dfd796a7-a383-35b2-bb90-1e8fcb7463ad	paraffin, at plant	kg
5e6ad42b-b8ce-33d3-aaeb-848861d41e07	backlight, LCD screen, at plant	eafb76de-d438-34cd-9f17-f69286527f81	backlight, LCD screen, at plant	kg
6f09c1a9-05e5-32dd-855f-9b23a4f759f0	vinasse, from sugarcane, at fermentation	fcacbd0e-1a0d-330a-82dc-abde89646820	vinasse, from sugarcane, at fermentation	kg
a411b978-c3f5-3e19-bd7a-f189bf4555de	disposal, hard coal ash, 0% water, to residual material landfill	f78b1aef-98e8-3cb7-bd4e-738840e42253	disposal, hard coal ash, 0% water, to residual material landfill	kg
804c2e7e-80e8-3177-9fbc-33596efc2a58	fluosilicic acid, 22% in H2O, at plant	8f753d0f-dd94-3b60-856e-2553d90e29c4	fluosilicic acid, 22% in H2O, at plant	kg
9502296c-4228-3352-a428-ebb12a3f1eff	calcium chloride, CaCl2, at plant	6b72d183-d82a-3a9a-9bd8-bf433ca98a99	calcium chloride, CaCl2, at plant	kg
53fb9f6f-ce33-386b-b504-5a70fe45c65a	chromite, ore concentrate, at beneficiation	c7847309-d8c3-3083-837d-3d6808ecdeef	chromite, ore concentrate, at beneficiation	kg
74004ee6-19d3-3ab7-8ae5-68d6e124e0f0	non-Fe-metals, hydrometallurgical processing Li-ion batteries, at plant	f02f9c3b-407b-3189-b9e2-cce7e6ae657e	non-Fe-metals, hydrometallurgical processing Li-ion batteries, at plant	kg
3e4bcda4-b53b-3e58-b71e-7167ee8e048f	hydrochloric acid, from Mannheim process, at plant	7daf835a-27fe-3841-aeb7-cf0cf7934fb3	hydrochloric acid, from Mannheim process, at plant	kg
846cc4c8-d917-34f1-b2e2-566b8d24efc9	molybdenum, at regional storage	9c99bc9d-c2bc-307f-83c2-b6402ac40a50	molybdenum, at regional storage	kg
2939c479-1374-3892-aea3-6ac3e38d21be	natural gas, from low pressure network (<0.1 bar), at service station	c5040b19-a0d8-31f2-b596-f01bd5e4c6ab	natural gas, from low pressure network (<0.1 bar), at service station	kg
54546fe1-901e-3207-bb17-20fc61bc35d3	diammonium phosphate, as N, at regional storehouse	f3bed5b1-3f19-3c3c-b6a7-42d500bb6fcb	diammonium phosphate, as N, at regional storehouse	kg
1f9ce529-7f25-3b70-a8a0-1cb58d200e70	disposal, natural gas pipeline, 0% water, to inert material landfill	02597c75-644d-3be9-9dcf-49f9b5005e00	disposal, natural gas pipeline, 0% water, to inert material landfill	kg
5e1cb15a-8469-3a17-949e-999bea8745d5	benzyl alcohol, at plant	f75f5010-245d-31a8-8e81-284af5a31bac	benzyl alcohol, at plant	kg
5908355a-782d-3739-85cc-ffaa2c87ae17	turning, cast iron, CNC, average	51932662-af0d-370d-9901-17211083e625	turning, cast iron, CNC, average	kg
0087e936-46cf-383b-9a19-b31f9059df89	disposal, hard coal ash, 0% water, to residual material landfill	fa9371e9-a344-3679-872e-9bd576ef1049	disposal, hard coal ash, 0% water, to residual material landfill	kg
8ca2bb65-1be4-3944-8161-b5cd9ae74691	herbicides, at regional storehouse	04c6aae4-60dd-3bf7-81a8-3f263c87e778	herbicides, at regional storehouse	kg
133ed526-6a04-3296-83cb-1fc561aeeed1	crude oil, production NL, at long distance transport	ac3ce53e-613a-339a-8242-56e5a8ad6795	crude oil, production NL, at long distance transport	kg
6496fb17-7b52-3232-8ace-ddc27dffc606	printed wiring board, through-hole mounted, unspec., Pb containing, at plant	6e4db9ea-2eb3-3e85-9e57-15da733f409a	printed wiring board, through-hole mounted, unspec., Pb containing, at plant	kg
3c4eba15-0f13-3472-8649-4cdcc37f20b1	copper concentrate, couple production Mo	c65adf00-d09b-306b-bfad-b6b664068fc4	copper concentrate, couple production Mo	kg
10b1d625-d2ef-312e-925a-954b845cc01e	tetrafluoroethylene film, on glass	a561b0cc-357a-35b7-bed1-0e68119a788f	tetrafluoroethylene film, on glass	kg
a9a9d4a6-3806-3974-802b-2effe0902e27	methane, 96 vol-%, from biogas, from medium pressure network, at service station	852341b1-04d0-3b88-b6d8-4dfc74f8fba1	methane, 96 vol-%, from biogas, from medium pressure network, at service station	kg
65545953-7981-3b55-b7e7-80449754b54c	tetrafluoroethylene, at plant	79a11353-9749-3c25-a732-35ac749d8875	tetrafluoroethylene, at plant	kg
b5f6604d-ac00-3b62-9fd5-137e6efc7672	facilities, chemical production	a4d6488d-7679-31a0-8e60-1d984f8753d2	facilities, chemical production	kg
1995924e-ce06-3947-bef4-b11a9cfd2f80	paper, newsprint, 0% DIP, at plant	7eb8b0cc-e72b-3189-9107-e619bc720099	paper, newsprint, 0% DIP, at plant	kg
26275c18-fcd3-37bf-bb1b-deda385fa6ad	nitrogen, liquid, at plant	6055adae-951d-35c4-8619-b1103a3d78f4	nitrogen, liquid, at plant	kg
4c3df58b-6c72-3122-8ab1-fa111679afab	carbon dioxide liquid, at plant	3ec8ca9b-dc54-3b7b-bbea-93bff35420c7	carbon dioxide liquid, at plant	kg
e8ca2fe8-fa4d-30ef-aef1-fa2cb4ca8b4a	barley grains conventional, Saxony-Anhalt, at farm	d119f4f9-3fcc-3166-9c39-2d76cab791f2	barley grains conventional, Saxony-Anhalt, at farm	kg
cd7ae31e-33cc-3601-ab4e-2415e4cf0ff7	ethylene glycol, at plant	2fc248a0-94bb-39f7-8ff9-7be41795e48d	ethylene glycol, at plant	kg
7f52456b-6ef5-3a95-8e2c-675cbd856f8a	waste paper, mixed, from public collection, for further treatment	e4fb064f-41ec-300a-96c4-cc8ec0a285a6	waste paper, mixed, from public collection, for further treatment	kg
68fcd80b-cb54-3a7a-9b4a-a7c3667640f0	disposal, hard coal ash, 0% water, to residual material landfill	f159babf-a44a-32d0-8104-ca4926c0e315	disposal, hard coal ash, 0% water, to residual material landfill	kg
9e10bd00-7773-338c-84ad-16ec98fb9eb3	heat treatment, hot impact extrusion, steel	1b4bd27e-0d06-3f97-ad29-5e748e362200	heat treatment, hot impact extrusion, steel	kg
300c1bad-72e8-3713-9e82-6cd1e14a9f26	milling, cast iron, dressing	7077e3dc-4fb8-3d40-985a-bb394c442a48	milling, cast iron, dressing	kg
05c44cba-b806-3e61-9937-9f08dd11cbb7	gravel, round, at mine	a1431070-4cb3-35f8-9a9d-4dee29d3a6c2	gravel, round, at mine	kg
5e0da8ba-9b4e-39fd-b81e-cd2f3483ff04	disposal, treatment of cables	fcf71a85-8fc0-3ee1-908c-572c4196ad99	disposal, treatment of cables	kg
53978a97-cef1-310f-b74b-e892b9882a43	bagasse, from sugarcane, at sugar refinery	58d157c8-4866-3b24-9470-ec032ef2aa22	bagasse, from sugarcane, at sugar refinery	kg
d3ca87cc-25a8-3341-807c-d0190172e2d3	p-dichlorobenzene, at plant	889aaff7-3049-3c65-bea5-e9cd836febc5	p-dichlorobenzene, at plant	kg
6dce8573-5ebd-3a59-9d0b-733bce0467c4	water, deionised, at plant	92844104-5ce2-3f41-b927-df10d35418ed	water, deionised, at plant	kg
84fa8dee-dca2-3754-ab0b-595e8a483446	packing, fibre cement products	08bc82f9-d965-3ce1-8502-4d3336827ea4	packing, fibre cement products	kg
016beb1e-4cfa-3f6d-a8ec-0b4cc09e29c4	isoproturon, at regional storage	9cd2c13d-89fb-368e-9966-e1deac3b3116	isoproturon, at regional storage	kg
dda2e9ac-fb80-3f37-ae24-224795451218	iron ore, 46% Fe, at mine	e6ffc072-d004-3c58-854b-bcd80f81f85b	iron ore, 46% Fe, at mine	kg
394229e7-2186-38d7-9fe2-34c6abefbf81	wheat grains, at farm	daae5949-b7dd-3ea4-891a-02fd3962933a	wheat grains, at farm	kg
963f96ab-30b6-3232-a193-aa9cc5fbab4b	packaging glass, brown, at plant	7609e38b-b73c-318d-9dd6-8a52378af978	packaging glass, brown, at plant	kg
205db748-8c16-3fe0-be5b-9b8eb6de357a	wheat seed IP, at regional storehouse	88f2232d-be80-3568-816f-c6c200557991	wheat seed IP, at regional storehouse	kg
16873c47-1443-327f-9365-7c746197e4f7	vinyl fluoride, at plant	9b48f790-3196-3d00-a383-f6ab57ac9b13	vinyl fluoride, at plant	kg
a6498c5c-0357-348d-86a6-40dad302c6e1	dismantling, LCD screen, manually, at plant	aff16fa0-8cf5-303e-a213-24a445dbfd24	dismantling, LCD screen, manually, at plant	kg
b488a41d-d4cf-322b-a502-70b677c34521	cellulose fibre, inclusive blowing in, at plant	abc4cb7d-002b-34a8-b016-60d304836c70	cellulose fibre, inclusive blowing in, at plant	kg
b8544267-d406-306b-802e-03f37882db55	disposal, basic oxygen furnace wastes, 0% water, to residual material landfill	2b5ceeb5-c636-334c-b53c-548f9bd38bd6	disposal, basic oxygen furnace wastes, 0% water, to residual material landfill	kg
c1736ad7-1c00-3e5a-b815-b361eba551ea	sodium hypochlorite, 15% in H2O, at plant	4b455c7c-4815-3015-bf95-1e4db4959a2e	sodium hypochlorite, 15% in H2O, at plant	kg
dbd52414-e000-3b36-a961-499fb73be4d5	fluorine, liquid, at plant	ba0b2294-fe07-3078-8539-52a0e67d7734	fluorine, liquid, at plant	kg
7decc3db-2ddf-392d-84fc-0e8c310b30d2	disposal, lignite ash, 0% water, to opencast refill	233dbd0c-7324-3f91-8a74-091396267ae6	disposal, lignite ash, 0% water, to opencast refill	kg
5142e47a-b506-3bdb-b177-0aa9c23d5a90	titanium zinc plate, without pre-weathering, at plant	daa5a784-852c-3da8-91c6-58cdc0ef7b8b	titanium zinc plate, without pre-weathering, at plant	kg
e3162afe-4625-3ee4-a4ea-8bf12cdd4882	disposal, hard coal ash from stove, 0% water, to municipal incineration	e279a4e2-ea29-3f52-8c61-a61645dc0892	disposal, hard coal ash from stove, 0% water, to municipal incineration	kg
e9256593-fefe-353d-8112-d3212072baff	propanal, at plant	146e52aa-cfcd-3362-bfc5-e3554742abbc	propanal, at plant	kg
d2fe1f96-dd82-3aef-a97b-ea8267aeb826	bisphenol A, powder, at plant	d58af031-3981-3b80-ba3a-ccb7aeee6df0	bisphenol A, powder, at plant	kg
43c3525c-5190-3b2a-8353-0e85c4107e47	disposal, emulsion paint, 0% water, to inert material landfill	88d5d9f9-6d8b-3ffe-a9d4-f42393f41ee5	disposal, emulsion paint, 0% water, to inert material landfill	kg
3ff9cd6f-0c7d-3d03-a8d0-9b790cc36955	brass, at plant	387ea5f0-d25a-374c-be42-4b15007a573e	brass, at plant	kg
c6c2f5d3-d9d8-3099-953d-bdef6fb64413	disposal, redmud from bauxite digestion, 0% water, to residual material landfill	68e7fd76-a457-3466-b815-f0d18e2f6422	disposal, redmud from bauxite digestion, 0% water, to residual material landfill	kg
ce6f3883-8628-320f-9b2b-876d98f96249	polyethylene terephthalate, granulate, bottle grade, at plant	236d73e8-9b02-3a77-837b-32c97115ddda	polyethylene terephthalate, granulate, bottle grade, at plant	kg
5e2d8aad-a78c-3b0d-a4cd-b82f8f494c90	hard coal supply mix	c5f9c1a3-08f2-3e46-b825-7f292b2bc676	hard coal supply mix	kg
98844d9e-3f05-322c-bd04-dde245f245f1	production efforts, transistors	ac185beb-5a37-33c0-8f7f-0e65e3bfc76b	production efforts, transistors	kg
ea5a640a-dcd6-3d3f-9b5f-76b14a891994	benzyl chloride, at plant	d76f6ff7-8f51-3647-a769-b55fbd18dd14	benzyl chloride, at plant	kg
dc473064-aa99-3686-9a59-0dd3eacd59bc	corrugated board, recycling fibre, single wall, at plant	58942c13-c751-38d4-b94f-01636f7e64df	corrugated board, recycling fibre, single wall, at plant	kg
96699da4-c4f3-3cac-aa40-3a5a6e2987db	disposal, polyvinylfluoride, 0.2% water, to municipal incineration	e8e8651d-9a37-3a19-abec-70eb4bcbb1e7	disposal, polyvinylfluoride, 0.2% water, to municipal incineration	kg
b68e438a-5b83-3dc9-82f5-79f48e6d692d	hot impact extrusion, steel, 5 strokes	8cf8acd9-ed93-323c-bdd3-0ac4acbe06b5	hot impact extrusion, steel, 5 strokes	kg
1fed1454-2883-3b78-9a2f-6f5dcde7e343	lime, hydrated, loose, at plant	df91810d-29fb-32af-898d-8c19505301ed	lime, hydrated, loose, at plant	kg
a5a1e384-fad7-3e3a-8fac-88e1e4e388d9	copper, primary, at refinery	bc29ad7e-b950-3c98-a923-1130137213f5	copper, primary, at refinery	kg
4b6bf583-320a-3d47-9fe0-8817d4689a9f	hot impact extrusion, steel, 3 strokes	77fb0e87-acc0-31d2-bf50-bd3f03d54e89	hot impact extrusion, steel, 3 strokes	kg
70c2fb1d-34bb-36bd-8e11-4c6f9b965a2b	anionic resin, at plant	5029b1e8-acea-382b-8b3f-aefdc2ef2f42	anionic resin, at plant	kg
0e54285a-49ab-321b-a97e-516853c5234b	potatoes organic, at farm	c1140406-14f9-38fd-bf60-e329987c6c49	potatoes organic, at farm	kg
87303d7d-8916-388f-8c39-4949534de1ec	base plaster, at plant	595b0d5a-b77f-395d-b3cc-989f96d5006f	base plaster, at plant	kg
4c61d08b-b291-3a60-b65d-c01cebf8d2cf	disposal, packaging paper, 13.7% water, to municipal incineration	3124905b-934d-3733-b17c-beedb1b51885	disposal, packaging paper, 13.7% water, to municipal incineration	kg
03dd4f49-ab0e-3220-9164-ae575ce5e835	printed wiring board, through-hole mounted, unspec., Pb free, at plant	cf581610-1074-3820-8fdf-ea4a0df1159d	printed wiring board, through-hole mounted, unspec., Pb free, at plant	kg
1f0af781-3450-3ff3-9484-45de4df3417f	paper, wood-containing, supercalendred (SC), at regional storage	bb72aaec-614b-3fea-aa81-d65d9581818e	paper, wood-containing, supercalendred (SC), at regional storage	kg
f7b9aa03-36a3-3612-b956-f93881666be5	rock wool, packed, at plant	e8e05a0a-ca23-3f56-8a84-b87ba84012f9	rock wool, packed, at plant	kg
a6411d82-5001-3610-80ff-be674cca8564	dichloromethane, at plant	334841ee-5539-3e92-9f26-c5fa303d19a8	dichloromethane, at plant	kg
bf694d03-28a2-3874-bcc8-71106a16f59e	autoclaved aerated concrete block, at plant	8db39be9-1f14-3ae3-a3a4-3b7371b4bf0c	autoclaved aerated concrete block, at plant	kg
71ede370-ebbb-39a5-8267-f0fc2be573af	process-specific burdens, sanitary landfill	80d92a63-0d20-3172-b710-893a76e084c6	process-specific burdens, sanitary landfill	kg
19166aba-e071-3dbb-94de-0f9b5a3b9cc3	[thio]carbamate-compounds, at regional storehouse	b2a1e636-f261-3689-bf00-0a555a683926	[thio]carbamate-compounds, at regional storehouse	kg
046958e5-4a0c-341c-b203-89a3f24abe9c	packing, clay products	b3b2925a-3995-3ac3-88b0-91c085d50f7f	packing, clay products	kg
5411ff96-8772-3012-9ee9-b1d4144bfd7e	sulphate pulp, ECF bleached, at plant	4efb9b89-53c5-38ea-bb1f-e158e10e6ecc	sulphate pulp, ECF bleached, at plant	kg
7a9ad46c-c077-3321-9b15-3c696fb48ec7	cadmium, primary, at plant	4c905e99-2ec4-38d0-a42c-fcb2f53a1c6c	cadmium, primary, at plant	kg
fd87784d-b611-3ebf-a59e-e2c96d94f257	petroleum coke, at refinery	0faeb638-a33f-33ef-9dda-7247236b9f8f	petroleum coke, at refinery	kg
27f3a733-7b71-3518-b29c-6e03811ef61c	soda, powder, at plant	53b7724e-c68c-3103-b581-4aa110a251fc	soda, powder, at plant	kg
1d9ab415-5b2b-36ef-a1a9-64c0cd8668d8	textile, woven cotton, at plant	10b0915b-52ec-353b-9250-722e03c0473c	textile, woven cotton, at plant	kg
94d1d352-d1c8-38f3-9646-89d51fe34782	vegetable oil methyl ester, production FR, at service station	1f268e83-941b-3f54-86c9-bbf862a5d474	vegetable oil methyl ester, production FR, at service station	kg
574928b9-57d8-3899-9b76-1001f7be052d	mastic asphalt, at plant	12ed88cc-19b0-364f-b786-d455d3fed4d6	mastic asphalt, at plant	kg
ecba5246-c9bd-3acb-9a77-c6acb3e4c5d2	lime, from carbonation, at regional storehouse	6e881cdf-4dfa-3002-932a-af5391878ec9	lime, from carbonation, at regional storehouse	kg
2d390c23-b7f9-36af-af59-ed568a53ce1b	vinyl acetate, at plant	3916348a-d2f7-3fd4-a1a2-46b8f6f4ae33	vinyl acetate, at plant	kg
093dde56-7219-35da-92dc-76f3e23ff3ef	clay plaster, at plant	baf99983-e978-30c3-ae56-dd558b400d10	clay plaster, at plant	kg
010c3e89-11a6-3504-85a9-e5b11178b1d2	hot impact extrusion, steel, 2 strokes	c7390746-27a0-37f2-bbd2-96b6d986a06a	hot impact extrusion, steel, 2 strokes	kg
cb4f7dd8-6206-3db8-a0b8-bd6e435d1297	disposal, polyurethane, 0.2% water, to inert material landfill	0b809112-dd3e-3e40-bf23-4460f3ce4c5d	disposal, polyurethane, 0.2% water, to inert material landfill	kg
dbf025ba-edc5-3523-89f3-b07d7135aca4	hydrochloric acid, 30% in H2O, at plant	83fbaa01-03e4-3ac8-8a60-599b8d751f0f	hydrochloric acid, 30% in H2O, at plant	kg
3190d743-413c-302c-94fc-641e6b69cc2f	barley grains extensive, at farm	e6ba9ad0-bcbd-3721-9001-0af82de4f910	barley grains extensive, at farm	kg
b59dc315-285b-3117-a2a8-cdb648e581dc	potassium nitrate, as K2O, at regional storehouse	71dbf997-487b-3f50-8822-1e83f437ca73	potassium nitrate, as K2O, at regional storehouse	kg
a3624117-a7e9-3f0c-ac18-0109e030d9b5	fuel elements BWR, UO2 4.0% & MOX, at nuclear fuel fabrication plant	b3c912c8-a1eb-37f9-bb1f-4276dbd0e1d9	fuel elements BWR, UO2 4.0% & MOX, at nuclear fuel fabrication plant	kg
621c85f3-ea18-320f-aa2d-feaef94d49db	ethanol, 99.7% in H2O, from biomass, at distillation	b496cd4c-bc83-3b1b-a53b-b0992f411605	ethanol, 99.7% in H2O, from biomass, at distillation	kg
c0add03b-a44d-3c5d-8546-e0f6c71ac702	modified starch, at plant	5e882d69-861a-32d5-b1a8-ca66a64cbba7	modified starch, at plant	kg
9c14c1be-1b74-351c-b05e-1b104cc92153	warm impact extrusion, steel, 1 stroke	11959ac5-411a-35f0-b1ae-6fc781e2bce4	warm impact extrusion, steel, 1 stroke	kg
f4606ff9-ac45-3368-873c-46b9a5adc26e	inductor, miniature RF chip type, MRFI, at plant	aad01aa9-f066-39dd-8850-be5d9e91b34a	inductor, miniature RF chip type, MRFI, at plant	kg
b9e729c9-9365-3e00-bbbf-b306d1c777db	diethanolamine, at plant	102808d8-931a-3668-9b9b-d9eebb287d8e	diethanolamine, at plant	kg
0d44575e-db3f-3a72-bc2d-daa3e28b9850	sodium phosphate, at plant	a3eab7b1-d29a-382b-a8b9-f20cd0d42e25	sodium phosphate, at plant	kg
c2a436ad-6c2a-3542-a47d-e32a54ce33d5	molybdenum concentrate, couple production Cu	d6645d77-7245-30d8-9350-617405d34a32	molybdenum concentrate, couple production Cu	kg
fa4832ad-58e0-37af-88c6-f3ee093424cf	silver, at regional storage	08b8c383-aa2a-3651-8f42-f6176a9ded9d	silver, at regional storage	kg
fdde7bb2-0be6-3d56-a13e-eff8d4b79519	Fe fraction, mechanical treatment, printer, laser, at plant	1becd561-e5d4-3e30-a826-5814b1314c9d	Fe fraction, mechanical treatment, printer, laser, at plant	kg
9e5edeb4-dce4-363e-9835-7549c41b4a77	methanol, from synthetic gas, at plant	c1b402eb-b411-30e3-a60e-260960d7bc99	methanol, from synthetic gas, at plant	kg
c755b880-7411-3a63-bc93-1b3e609db162	palm fruit bunches, at farm	76f69b9f-3bc9-31ad-9d49-64c38b7299a8	palm fruit bunches, at farm	kg
1b6a4fcd-2e4d-3579-9362-8629c567d831	sodium methoxide, at plant	d3c7e3c9-34a4-37c6-b31e-8d5c8c6db22d	sodium methoxide, at plant	kg
7943fd61-a8dc-3359-aeda-2638fe13fffa	lead, secondary, from electronic and electric scrap recycling, at plant	803bae89-55b6-39bd-9c09-b96a7d30457e	lead, secondary, from electronic and electric scrap recycling, at plant	kg
77d0cf4a-ee76-3ed5-9de3-9c12b7ad1916	solid bleached board, SBB, at plant	abd60c9e-8be3-3b60-814b-bf46c16e8abe	solid bleached board, SBB, at plant	kg
699fa61b-2e4f-3ee4-a0dc-af156af17b09	hard coal, at regional storage	8aeb1127-3381-3e2f-b547-d1c7188e4fa2	hard coal, at regional storage	kg
b1c1f83c-6967-3f50-9d2d-8492918c6781	fatty alcohol, petrochemical, at plant	983c91a7-5c31-3d98-9964-12d2bb4e4eb6	fatty alcohol, petrochemical, at plant	kg
400d8217-e1bd-3546-986b-1ad8c77e6a37	copper, secondary, from electronic and electric scrap recycling, at refinery	f1479af9-f8e2-3892-ba81-b945e18455e1	copper, secondary, from electronic and electric scrap recycling, at refinery	kg
5411efca-2c64-3f0d-9872-06345ecdcb85	helium, at plant	3e9c6b54-e332-35d3-936f-50297993a717	helium, at plant	kg
a12d02c1-feea-36ed-bdf4-3d366be6f325	packaging glass, green, at plant	cb652cea-da79-3ddc-965c-f1ef0a2c2878	packaging glass, green, at plant	kg
248efe2f-0c16-33a7-b4a1-747cd9e26e1e	Ni-Co-Fe residues, pyrometallurgical processing NiMH batteries, at plant	44901d54-3ecc-3302-82dc-9029a7b951db	Ni-Co-Fe residues, pyrometallurgical processing NiMH batteries, at plant	kg
8753b763-8103-392d-a815-05fa2c9cb29a	esterquat, coconut oil and palm kernel oil, at plant	cb242cbf-e785-375d-9b3a-b4b11890798c	esterquat, coconut oil and palm kernel oil, at plant	kg
9b6e3e0f-f376-322e-9a37-d99bdeb79adc	light fuel oil, at refinery	54d7696d-d13d-3471-b799-4b81e45d468a	light fuel oil, at refinery	kg
72458ddb-fd24-3f60-9a46-4c1989a9588d	paper, woodfree, coated, at non-integrated mill	d5dbe9e8-9a84-3472-8a32-e70debfa5820	paper, woodfree, coated, at non-integrated mill	kg
eb3eb5a7-8550-3f6b-ae89-bfeb15f98aab	zinc, from combined metal production, at refinery	d7a1da12-7455-3333-bc32-b3028488c300	zinc, from combined metal production, at refinery	kg
91bebb6e-9b44-33e3-b1fc-aeac8e5efe60	glycerine, from epichlorohydrin, at plant	6e5c05fc-7acf-336f-bf41-dd83f77d876c	glycerine, from epichlorohydrin, at plant	kg
cdaba872-e13b-3175-8526-ae4754eae0ec	copper, from imported concentrates, at refinery	64fb940f-ebd6-30a8-ab02-f68e161c82d9	copper, from imported concentrates, at refinery	kg
