PROCESS_UUID	PROCESS_NAME	FLOW_UUID	FLOW_NAME	UNIT
6469ce55-39ea-3557-9c5f-3215bf477303	wood preservative, inorganic salt, containing Cr, at plant	f4e86de2-fc72-3d07-9580-4201cf7bef29	wood preservative, inorganic salt, containing Cr, at plant	kg
dd2ad224-57fb-3fa8-a15e-5693cfb1f672	pyretroid-compounds, at regional storehouse	18979428-46ec-356a-9b1a-c2066e2ea16f	pyretroid-compounds, at regional storehouse	kg
ecad5247-4e9b-3485-8b1a-114b0e91bfac	clover seed IP, at farm	867be13c-5e6a-344c-b108-dd734b7ecddb	clover seed IP, at farm	kg
7b330634-2519-32c7-889c-915385e1a5da	dried roughage store, air dried, solar, operation	71095e8d-c842-3384-b47c-82c84c182b42	dried roughage store, air dried, solar, operation	kg
1a93bbcc-03ed-328a-993f-6623a54c10d3	diammonium phosphate, as P2O5, at regional storehouse	c47975cf-c2e6-3125-a4ff-587850c16bfa	diammonium phosphate, as P2O5, at regional storehouse	kg
5a9b5fd3-b09c-3f5d-8e06-8ad28d9b9192	bentonite, at mine	6bed301d-9f76-3c78-b6b9-f73e01fbc35d	bentonite, at mine	kg
b1abfafe-786e-3856-9e3d-b8f14e293721	dismantling, shredder fraction from manual dismantling, mechanically, at plant	a543b272-aea5-3da2-b853-e5d355429597	dismantling, shredder fraction from manual dismantling, mechanically, at plant	kg
de6de05e-843d-3b69-aea0-022439d2a552	electrode, positive, LaNi5, at plant	d0db92e3-dd16-3e98-b8d1-798d06ede6b1	electrode, positive, LaNi5, at plant	kg
fa702c23-e522-3d2e-8821-a0a8bcb2a4d5	drilling, CNC, cast iron	7c2112c0-3c8e-30cd-a948-96fdf3e7c937	drilling, CNC, cast iron	kg
8533a291-a8f6-369b-b0b6-7764fdd41390	kraft paper, unbleached, at plant	5d0851ef-849d-336f-a434-e0c69231c859	kraft paper, unbleached, at plant	kg
5e874263-9d44-3fc3-b2a6-c79c063b7749	disposal, municipal solid waste, 22.9% water, to municipal incineration	1c9b897a-8c41-3609-a882-474c24caa30e	disposal, municipal solid waste, 22.9% water, to municipal incineration	kg
fefa02c5-1e51-31af-950f-56c93de6bfa4	disposal, anion exchange resin f. water, 50% water, to municipal incineration	d3da2040-ed20-31e5-b564-1d2a2c7155b2	disposal, anion exchange resin f. water, 50% water, to municipal incineration	kg
f06cbae8-8b58-3d81-8f64-7f3238c294a4	electricity, wood, at distillery	4c638f0b-240c-32d6-b317-1f0f650ed2d9	electricity, wood, at distillery	kg
b2633c01-a499-39c8-8572-a02eb42ce145	disposal, building, cement-fibre slab, to final disposal	70002b12-6df4-3144-8eab-541e868713c1	disposal, building, cement-fibre slab, to final disposal	kg
06abbd3f-5fd7-37d3-881e-c42f57c73dbe	chemicals organic, at plant	8be3d52e-682f-34d2-8fe7-98a087bf66ed	chemicals organic, at plant	kg
0b523922-957f-38cd-8c4c-5e6a4a97111d	potassium sulphate, as K2O, from rape oil, at esterification plant	7b676b9f-9443-3197-bdb0-c2618bc9f4f5	potassium sulphate, as K2O, from rape oil, at esterification plant	kg
efa8339e-7226-35fe-a224-8e3ca23cc7fa	disposal, emulsion paint remains, 0% water, to hazardous waste incineration	73431ca7-9a4c-3f19-baa9-a9d657d93e01	disposal, emulsion paint remains, 0% water, to hazardous waste incineration	kg
ae77568f-c81b-3174-b557-a326484dcb60	hard coal supply mix	e91d7b06-6c3d-3420-873e-8fa78fdf6492	hard coal supply mix	kg
f33c5e7f-23a7-3571-9fdc-2086487ace9c	praseodymium oxide, at plant	23e01eee-43d8-36bd-9628-20a44066e32d	praseodymium oxide, at plant	kg
e72d939e-3df4-367f-9a0c-e55cefd2fe57	dismantling, industrial devices, manually, at plant	23eeaaec-8a6c-3964-a291-87ae4fb87c0b	dismantling, industrial devices, manually, at plant	kg
d19d3ec8-bd9b-3426-9d95-0d0db6954fd2	disposal, wood untreated, 20% water, to sanitary landfill	7d99adaf-8b64-37f0-8f03-92a7dee6a106	disposal, wood untreated, 20% water, to sanitary landfill	kg
1c199b5b-081d-3951-b681-2e5e2f9a844e	benzimidazole-compounds, at regional storehouse	5b60f7f1-b0d2-3f11-a371-b8aa9d049d55	benzimidazole-compounds, at regional storehouse	kg
4ee444e9-9e83-377e-932c-70917d44e9fd	sodium perborate, tetrahydrate, powder, at plant	791e5eab-6fd9-38bd-aead-8ae581d7fb99	sodium perborate, tetrahydrate, powder, at plant	kg
27e2e9c9-3997-3bb3-881b-d2b4d429a953	LCD module, at plant	6148cb03-a16e-317f-8456-0b061e115564	LCD module, at plant	kg
be96488d-dcfd-320c-86f7-49b45528b3c6	hydrogen cyanide, at plant	7aa49b94-5489-300f-ab97-8571a058c073	hydrogen cyanide, at plant	kg
c8f94f64-cce3-3556-b81f-bcc5da61c3f2	disposal, ash from deinking sludge, 0% water, to residual material landfill	47ff8cae-6bb6-390a-948e-21dfc0374ebd	disposal, ash from deinking sludge, 0% water, to residual material landfill	kg
40bf513a-5c7a-3ca3-8e81-a223b4ad5caf	paper, wood-containing, LWC, at regional storage	a8942f0e-6927-38f7-b73a-59486389f531	paper, wood-containing, LWC, at regional storage	kg
a3cdfcd3-3695-369b-85b9-25619e094022	corrugated board base paper, semichemical fluting, at plant	b878fe54-1d25-3f6c-ba7c-d429581b85b4	corrugated board base paper, semichemical fluting, at plant	kg
587d235f-1724-3dd3-8423-de499c0a2564	grass seed organic, at regional storehouse	6823811c-f805-37b9-b3fe-8506b9b50a44	grass seed organic, at regional storehouse	kg
1d0b8f06-8333-3be2-9a35-049c6ff1c5f1	disposal, refinery sludge, 89.5% water, to sanitary landfill	8308d6c4-5a20-3c88-a6f1-d836ca0c0aea	disposal, refinery sludge, 89.5% water, to sanitary landfill	kg
67670f2f-197c-3456-8882-4ab21d6ac43a	heavy fuel oil, at regional storage	15fc2e57-9eed-300b-9d2e-3bf10fcf690e	heavy fuel oil, at regional storage	kg
d18e77f3-8276-3416-9c28-724b768dbf56	orbencarb, at regional storage	792dbc2c-97c2-3222-9493-4e66379202c5	orbencarb, at regional storage	kg
1b90cff2-af45-3547-9f43-a0bd3e545b27	gold, from combined metal production, at beneficiation	0d872ba5-e294-3926-a1f6-8638ce0e7d51	gold, from combined metal production, at beneficiation	kg
c2893471-7e97-3fd0-8122-75d6db4e6c07	metamitron, at regional storage	644d8e67-6a67-3cb5-bd69-15220570d45d	metamitron, at regional storage	kg
3e5b3d8d-ab6b-3ee9-9656-01ee1a05f17c	layered sodium silicate, SKS-6, powder, at plant	a98585a1-c183-351b-be31-02c8c2b50962	layered sodium silicate, SKS-6, powder, at plant	kg
4eeb6ec6-223c-340a-8622-bb6bd7d3a1c1	jute stalks, from fibre production, irrigated system, at farm	cc6ad385-b254-3cd5-a977-1491bb8220b9	jute stalks, from fibre production, irrigated system, at farm	kg
3fe11480-c600-3a6c-8fc3-6509be498d74	disposal, building, cement (in concrete) and mortar, to final disposal	021d30ac-6ba2-3bf1-a740-9e53987ed5ea	disposal, building, cement (in concrete) and mortar, to final disposal	kg
0412b53d-c808-3962-8ff8-3ac30ce5b0b2	carbofuran, at regional storehouse	c6d25211-7011-324b-8335-e43c5a68480d	carbofuran, at regional storehouse	kg
84b51403-49d1-3dd3-b23a-f9ed0ed56649	grass from meadow intensive, organic, at field	e9332ba9-8301-3181-95c3-6665ae2b06a7	grass from meadow intensive, organic, at field	kg
94a37852-5dbd-3e77-8baa-47b6d7ad5541	disposal, aluminium, 0% water, to sanitary landfill	2f1aeb11-36bb-3f4b-9066-a7c14d621ae0	disposal, aluminium, 0% water, to sanitary landfill	kg
e1ec0ea5-955f-395c-b6fb-dfa183c971b1	grain maize organic, at feed mill	69366424-181b-3256-bb51-146636039a58	grain maize organic, at feed mill	kg
dd3db526-18df-3726-9425-e40033957faa	urea ammonium nitrate, as N, at regional storehouse	b6d5a816-2e19-3acc-a350-73d55bb80263	urea ammonium nitrate, as N, at regional storehouse	kg
c59a90cf-dcb3-30de-9d26-658d909d3408	vegetable oil, from waste cooking oil, at plant	4b24a8d5-50d6-311d-a1e5-565c35bc6983	vegetable oil, from waste cooking oil, at plant	kg
320b3b87-4671-399b-9074-17d0daf2faf9	linuron, at regional storehouse	eb54fde9-8217-3a7d-b78c-7f39e4f7483a	linuron, at regional storehouse	kg
aee45a9c-74e2-33c2-bc9a-297fb537e629	wire drawing, copper	f707ccbe-30a0-3f57-a6d1-ae84ff8c17a8	wire drawing, copper	kg
9df354bd-8d01-31dd-a7d9-e048d2801530	polyvinylchloride, at regional storage	df5701b9-3479-373b-a619-dfd17d21ad38	polyvinylchloride, at regional storage	kg
61a9d263-a91a-3e1b-8c3f-7a573e0db837	milling, chromium steel, dressing	dcc4f078-a9ca-30a9-95f7-a27157ae3429	milling, chromium steel, dressing	kg
3df0a300-7832-3590-bd7c-02452e225c5d	disposal, polyurethane, 0.2% water, to sanitary landfill	f536be85-da03-380c-a977-0630a16ea6a6	disposal, polyurethane, 0.2% water, to sanitary landfill	kg
c8ac1337-6654-3796-8217-4e586d95cff3	tempering, flat glass	7466281b-c171-3e85-95c3-45ec7b6e4011	tempering, flat glass	kg
fff2e788-940d-3bea-97bf-86983a8f62ef	disposal, building, polyurethane sealing, to sorting plant	50061494-8f09-3a62-8288-3ef7a8688866	disposal, building, polyurethane sealing, to sorting plant	kg
f0fadff8-2efd-380a-893f-e3b73ccf237d	parathion, at regional storehouse	25e80085-147e-3aa2-b34b-c26b3d05d4d1	parathion, at regional storehouse	kg
58ce46d3-5e89-315e-aff8-9c329cbfa99c	disposal, green liquor dregs, 25% water, to residual material landfill	2f4afb9f-217c-3787-927e-d5ea8dd6b982	disposal, green liquor dregs, 25% water, to residual material landfill	kg
879be724-42e0-3308-91bd-a233611ef50b	fluosilicic acid, 22% in H2O, at plant	3a822df5-6879-3d62-b701-48c057ea8c78	fluosilicic acid, 22% in H2O, at plant	kg
8a5fee56-403b-3abc-a4c5-84a3b3bb4f89	potato seed organic, at farm	a85f8ce9-c051-3260-bf1d-5fe5ede196d7	potato seed organic, at farm	kg
cffa9060-25fa-3506-8dee-d06f9354d506	kerosene, at refinery	f123535e-0bc2-358f-8507-ecd11c91323a	kerosene, at refinery	kg
525543d7-f703-3f3c-8326-177ace400fec	production of carton board boxes, gravure printing, at plant	fe5ab085-315b-31fe-a292-e0121bb9758e	production of carton board boxes, gravure printing, at plant	kg
867db9dc-1924-3b8f-87a2-91320310e106	disposal, building, paint on metal, to sorting plant	e6d9c874-9d5c-3761-9ef6-fbf5efc7efb7	disposal, building, paint on metal, to sorting plant	kg
7bd813ac-0cf3-3806-a379-7bf667014d39	ethanol, 99.7% in H2O, from biomass, production CN, at service station	437ee194-4a57-3923-9746-037e35e48c08	ethanol, 99.7% in H2O, from biomass, production CN, at service station	kg
b13ab207-4f35-3c92-b3cd-264206f9d854	iron and steel, hydrometallurgical processing Li-ion batteries, at plant	f040559f-2752-331d-a129-459f858b731b	iron and steel, hydrometallurgical processing Li-ion batteries, at plant	kg
92f62e8b-3547-397f-b162-d8053b4720ee	rare earth concentrate, 70% REO, from bastnasite, at beneficiation	6a2b4474-2219-3da7-a9da-eda0d7b21403	rare earth concentrate, 70% REO, from bastnasite, at beneficiation	kg
8a0382cc-ea39-3a25-b12e-add75cbb40f0	sodium percarbonate, powder, at plant	108b8c4e-0ef7-3c75-82c6-529de853ec5c	sodium percarbonate, powder, at plant	kg
71585661-a9a0-3716-9021-b5fa8394cf9e	silver, from combined metal production, at beneficiation	17e4a6b5-2721-3cef-88a0-1d6be7460f43	silver, from combined metal production, at beneficiation	kg
8222e8e0-5407-3ae9-9cde-63738b75fc43	diesel, at regional storage	3b5dcddc-cb99-394c-a210-121e7d747a01	diesel, at regional storage	kg
51d97274-58ad-39a2-b1c8-c4169a7dca27	disposal, lignite ash, 0% water, to opencast refill	805d8f84-bf75-3618-aea6-22f93b228bb0	disposal, lignite ash, 0% water, to opencast refill	kg
fcb7ff61-2f57-353c-a492-398c062b46eb	triazine-compounds, at regional storehouse	e951efd4-65d6-34b0-9b9d-a08818594f30	triazine-compounds, at regional storehouse	kg
247593a3-a46f-32bc-a6fc-d9410f90cb3f	nickel, primary, from platinum group metal production	7915a590-f9b3-3f4b-bf7b-c979e437a3e4	nickel, primary, from platinum group metal production	kg
a627943e-d68a-3b65-9133-b41042a9ba5d	sodium perchlorate, at plant	c3aed2ed-4991-34d3-b9cf-af33b3579664	sodium perchlorate, at plant	kg
ca8fbbaa-4503-3f83-8205-d26c37c3e1cd	sodium chloride, brine solution, at plant	87c01a6f-42cb-36b6-9182-9180ee4b4ffd	sodium chloride, brine solution, at plant	kg
a4889181-3417-3510-b03d-20220f0af47b	hydrogen, cracking, APME, at plant	1e73a6f9-4a8a-3657-81bb-ef01169c376d	hydrogen, cracking, APME, at plant	kg
ba3907f3-1eff-38f6-bec4-6eda9f0a71a2	rare-earth activated phosphors, from fluorescent lamps treatment, at plant	820e89e9-b2cb-3ce5-a4f0-faa42f882739	rare-earth activated phosphors, from fluorescent lamps treatment, at plant	kg
7cdc45f9-08f3-36a3-b7b0-8e598e3bb2e0	triazine-compounds, at regional storehouse	dca0975f-af29-33b4-ba5b-c57db37fd711	triazine-compounds, at regional storehouse	kg
0feddf32-c687-35ae-946e-1df6d00a5181	milling, aluminium, dressing	6c0040ea-0829-30b6-9f3d-081e1b359191	milling, aluminium, dressing	kg
3472252e-794d-3686-9f98-545bda272ad7	monoammonium phosphate, as P2O5, at regional storehouse	e2d3ec5a-daff-3ef3-9a6b-83d2dd51d7d7	monoammonium phosphate, as P2O5, at regional storehouse	kg
4cf49cda-1274-3255-8147-f51d93d04dbd	benzene, at coke plant	1cd0c243-4388-339b-990f-36f3fd77985e	benzene, at coke plant	kg
61493aa0-7dfa-3474-b1d4-0221e4fdc639	metal working machine operation, process heat from heavy fuel oil	621caa4f-b344-3eb9-b282-e1abe23be0da	metal working machine operation, process heat from heavy fuel oil	kg
dd7636f6-edae-31df-836d-9e251c8d54b9	sodium silicate, furnace liquor, 37% in H2O, at plant	de4d0b1b-b4f0-37d4-bca3-94112d66f2be	sodium silicate, furnace liquor, 37% in H2O, at plant	kg
85d24e11-b533-32cc-8e19-1dbbded86179	vegetable oil, from waste cooking oil, at plant	2333a0ad-a331-3136-a608-faa471e9d54c	vegetable oil, from waste cooking oil, at plant	kg
8e0483ed-3fa3-36cf-aee7-93379b6390d9	production of carton board boxes, offset printing, at plant	71ce32b6-1f49-3251-a499-58db9dd61850	production of carton board boxes, offset printing, at plant	kg
2c008fef-572d-31bc-9c23-d4567abd4923	sulphite, at plant	42d4ab45-3892-3e3c-9f10-c56f99568a82	sulphite, at plant	kg
a5c46a6c-415a-327f-b5c8-528b2dee9868	naphtha, at refinery	519cb40f-1380-33e1-9f69-e09e1029521d	naphtha, at refinery	kg
986910aa-63c1-3d53-ab3c-8cffbc2d2bbf	vinasse, from sugarcane molasses, at sugar refinery	d360befc-e63d-35fd-b27d-1d615d86255e	vinasse, from sugarcane molasses, at sugar refinery	kg
3cabf00a-a60a-31a7-acd1-94d92fe1fb57	palm methyl ester, at esterification plant	1c3338bb-9757-36ec-a10d-7c59dc6dd78d	palm methyl ester, at esterification plant	kg
b0273234-ae0c-371b-ac08-c1c3d8e8657e	paper, newsprint, at regional storage	969d8207-25cf-3ab9-9194-b5d1a8bc3dc8	paper, newsprint, at regional storage	kg
51aaf2ed-c4ad-34c0-bb3a-044454206095	disposal, slag, unalloyed electr. steel, 0% water, to residual material landfill	bd14e466-a645-3d4d-9fd2-821d22e48969	disposal, slag, unalloyed electr. steel, 0% water, to residual material landfill	kg
2dab64a7-cecd-3494-b587-65bbca5c7d7b	magnesium-alloy, AZ91, diecasting, at plant	d7424bbb-2033-3f1d-938f-eb9f1a1222a0	magnesium-alloy, AZ91, diecasting, at plant	kg
8eedb6c6-fc8a-3cb6-99bb-08890e7bac6a	molybdenum concentrate, couple production Cu	e8dd9602-e698-31db-a804-7b794212225c	molybdenum concentrate, couple production Cu	kg
e53adf3d-a063-387f-bab4-cee70af5de51	disposal, aluminium in car shredder residue, 0% water, to municipal incineration	a0266f7b-7dcb-39ae-8756-1c7d60204677	disposal, aluminium in car shredder residue, 0% water, to municipal incineration	kg
378edb23-799c-3364-86ad-617d8ab76eae	disposal, building, concrete gravel, to recycling	73bc8a57-af9c-3462-977d-d5bcc7d02dda	disposal, building, concrete gravel, to recycling	kg
f19cdbf0-cbb1-3edd-8e8a-3d831414d5ee	turning, steel, conventional, primarily dressing	5ad304db-f127-344c-887b-48eac2cee238	turning, steel, conventional, primarily dressing	kg
8292df8f-62cd-3d96-aced-a564c0da716a	crude oil, production RAF, at long distance transport	718dac1a-789e-327e-a5bf-ad7bc06014f0	crude oil, production RAF, at long distance transport	kg
77aa86ca-2c11-39e5-a161-06cebf322e33	sodium sulphate, powder, production mix, at plant	49340eac-db2d-32a0-978b-6a3ba9ff3836	sodium sulphate, powder, production mix, at plant	kg
4424ef30-03bc-381c-9986-b6ab78486549	samarium europium gadolinium concentrate, 94% rare earth oxide, at plant	5393f4a4-c2fa-3897-bfd9-8996b45dfd25	samarium europium gadolinium concentrate, 94% rare earth oxide, at plant	kg
c8e2650f-e2e2-3844-9560-f732bffc86e6	resource correction, PbZn, zinc, positive	fbf67a01-2204-3484-9c81-cc7341397fed	resource correction, PbZn, zinc, positive	kg
111a9f79-1ce2-3e27-bf30-4c4c21939a0f	sodium chlorate, powder, at plant	be5503f6-37f7-32f1-832f-30178d223acc	sodium chlorate, powder, at plant	kg
6e1b3dec-588d-3cbc-a8fa-1dd2c71e24c1	rape meal, at oil mill	784fe31c-a23b-3771-9aab-9d6c9332e7b2	rape meal, at oil mill	kg
bef6b44c-d0a4-3b49-955d-9152da62206a	propylene glycol, liquid, at plant	d0e77eeb-a854-3440-8303-e954ef5c2b4a	propylene glycol, liquid, at plant	kg
62c996e8-0135-37e5-a271-37a0df00e58a	sugar beet seed IP, at regional storehouse	85efc3fd-87a2-3afb-bda7-3335b4cf3450	sugar beet seed IP, at regional storehouse	kg
4167efad-1169-3254-8137-5a4025107189	ferrochromium, high-carbon, 68% Cr, at regional storage	b4ace438-9513-3b90-ad96-b87c884c28b0	ferrochromium, high-carbon, 68% Cr, at regional storage	kg
e742d1bc-166d-36e9-8227-0f046902677e	ammonia, liquid, at regional storehouse	325e38ee-58f9-3f9d-966f-e9e864b1a3c8	ammonia, liquid, at regional storehouse	kg
0f471360-0d9b-3870-a866-90838de2f4f7	fibre cement facing tile, large format, at plant	a2f13de2-8d01-356a-a013-2a58059381a1	fibre cement facing tile, large format, at plant	kg
51051926-3ef7-328d-9fb3-f2fac018cb8e	glass fibre, at plant	89777ad3-455d-3a0d-b4e3-4c4cdc16eed3	glass fibre, at plant	kg
65db57fa-7572-3024-becd-67e7bd321ba2	disposal, Li-ions batteries, mixed technology	98f2ea6f-5737-3ef0-8cc7-ae40202d15a3	disposal, Li-ions batteries, mixed technology	kg
369d9c18-0dd8-3ab2-9e4e-ffd04206b905	disposal, catalytic converter for cars, 0% water, to underground deposit	48c0fb6b-9ea5-37c4-a55e-348cfb0e6c6d	disposal, catalytic converter for cars, 0% water, to underground deposit	kg
db34c134-8d48-366e-866d-3e1ed42720c4	1,1-difluoroethane, HFC-152a, at plant	0afe391e-46be-3c07-a301-b790650b4b43	1,1-difluoroethane, HFC-152a, at plant	kg
db655390-ffc9-334b-87bf-db130eb8d240	sodium cyanide, at plant	8a887b30-cb1a-3c88-9ff7-dd6a04b74e21	sodium cyanide, at plant	kg
143a0fda-06a6-351a-b8c7-2ec489a23bef	methyl formate, at plant	c18ca1e6-907e-332b-a274-2122870cc530	methyl formate, at plant	kg
f622c895-ba37-338d-b01a-7f2007a79e76	rape methyl ester, at regional storage	ef24c375-e3fc-354a-92a1-ebea167b7b32	rape methyl ester, at regional storage	kg
bf44b450-040e-3359-af2b-b83bcf0633a1	acrylic dispersion, 65% in H2O, at plant	9392cf84-de1c-39e1-839a-d7d160a8cd7a	acrylic dispersion, 65% in H2O, at plant	kg
ab30dfa9-58ef-3e5b-91d9-218a6d2d3935	methyl ethyl ketone from butane, at plant	512d1b1c-b984-3325-8862-56cf7d62ca4b	methyl ethyl ketone from butane, at plant	kg
1e26fb74-a77d-3801-9b9e-3abedb905d7e	lead, secondary, at plant	fc7cd87f-a3b9-30ec-8725-c7b1fb071c19	lead, secondary, at plant	kg
5e5355ab-6448-3e16-bb6f-8be89d5b62ac	sulphate pulp, unbleached, at plant	bef17784-2f5b-3953-a667-693404313c0f	sulphate pulp, unbleached, at plant	kg
0c7b908f-e5fd-3617-a894-d464cfd5e007	pigments, paper production, unspecified, at plant	88d05df7-9ca6-3d3d-99b2-f4f77f38a018	pigments, paper production, unspecified, at plant	kg
8f9b53e2-9a8a-3c33-9f8f-c94ff4a030a3	maneb, at regional storehouse	88edbd3a-5387-3bad-b2ce-bbff7943cb2f	maneb, at regional storehouse	kg
ddccbe5e-7eb7-34ae-9da3-b37fb9e3ec95	core board, at plant	03de20af-74f8-32c5-82b4-b980bb5d10b9	core board, at plant	kg
118eb4a0-c910-3e83-b5e4-efd02b2c87d3	solder, bar, Sn95.5Ag3.9Cu0.6, for electronics industry, at plant	0bf0bdb8-418c-3a1f-b050-22128b116948	solder, bar, Sn95.5Ag3.9Cu0.6, for electronics industry, at plant	kg
cedcb8ab-f659-384d-bb8c-3573fe2a53b0	maleic anhydride from catalytic oxidation of benzene, at plant	d7315f50-7cad-339d-bd30-c0270e70e44e	maleic anhydride from catalytic oxidation of benzene, at plant	kg
7751e202-7237-3867-a1df-24ab90ce28c5	trifluoromethane, at plant	f4bf4db9-4e39-30c9-b337-5ac8675dfe70	trifluoromethane, at plant	kg
177a1d32-97e8-3014-8823-f87e3e375f2a	hard coal, at regional storage	32a314e9-ed73-3a64-9757-1a7c62821613	hard coal, at regional storage	kg
dfdf363a-6cd1-3401-bc8a-4acb3b30a659	dinitroaniline-compounds, at regional storehouse	21fec9ab-272c-3c1a-bfb9-a9e6162ca73f	dinitroaniline-compounds, at regional storehouse	kg
dcd310a1-22e6-33df-8cad-20bfe6cc2048	cold impact extrusion, steel, 5 strokes	140a4854-30f0-3985-9787-4a774b3acf8f	cold impact extrusion, steel, 5 strokes	kg
da1b5da2-ae41-3047-a343-32663fcbde94	molybdenum concentrate, couple production Cu	1c6ad201-cf51-31f9-a263-abe94dd9ae6e	molybdenum concentrate, couple production Cu	kg
e9f33223-4590-3751-9ef4-ea039d9cdeda	industrial residual wood chopping, stationary electric chopper, at plant	5280c5b2-ce3f-3640-826e-d179e45a492f	industrial residual wood chopping, stationary electric chopper, at plant	kg
286b7729-0caa-3f4c-82d4-f3f33fa66b3e	anode, aluminium electrolysis	677f51d2-7e75-3c9a-9a53-967eb60dfd38	anode, aluminium electrolysis	kg
f7af6a2f-41d9-3566-85ee-29653d31aaa0	rice seed, at regional storehouse	f2baa810-872d-3277-9dcc-bc6ba3bb5dca	rice seed, at regional storehouse	kg
7cc0c560-2b99-3840-8604-5497dd5d2c84	kerosene, at refinery	bc85d744-72b6-3181-a587-e67cf4cf9462	kerosene, at refinery	kg
45751c08-51de-369c-bd49-0acafd1817d5	turning, cast iron, CNC, primarily roughing	18bdb1bc-3cfd-3249-ad93-2ca17efbf8c8	turning, cast iron, CNC, primarily roughing	kg
4a0837bb-18e3-3be4-9748-bd6a82cd4cf7	captan, at regional storage	8adc0d4f-61a6-3e07-98b9-2c59d71d0827	captan, at regional storage	kg
a624a524-b00c-3e76-853b-9ee02ad4fd94	protein peas conventional, Barrois, at farm	12534776-21df-3255-86f3-69397226b025	protein peas conventional, Barrois, at farm	kg
30c527f1-4231-346c-87bf-e2233304310e	cable, ribbon cable, 20-pin, with plugs, at plant	09d3dc45-e121-3ea5-840a-f63f3a2a8dfe	cable, ribbon cable, 20-pin, with plugs, at plant	kg
8771d2a3-8241-3014-86a7-8d1f9e90e57d	ammonia, partial oxidation, liquid, at plant	faaa098b-e5f5-3cae-bf25-71b4a1965642	ammonia, partial oxidation, liquid, at plant	kg
f47bb613-9ffc-3c30-a371-76fcd0c6b9a6	expanded vermiculite, at plant	28ca9ac9-b609-3353-a7d0-2cab5b55b34b	expanded vermiculite, at plant	kg
56b9dd2d-5406-3298-a281-f0aefc24aaf0	dolomite, at plant	88555fce-c097-3cc0-bda0-85d66b1fbc4a	dolomite, at plant	kg
0886fd71-afe2-3aff-971d-28ac0e92465f	disposal, ash from paper prod. sludge, 0% water, to residual material landfill	5769113f-f78e-3816-9d98-6e497eeeb914	disposal, ash from paper prod. sludge, 0% water, to residual material landfill	kg
2dcbb1f3-e048-3ead-9b94-59296476eadb	esters of versatic acid, at plant	9d4c6ea2-af0e-34cc-9bd4-e9d79b6bb4ab	esters of versatic acid, at plant	kg
3d3359b1-cb50-377e-a50c-7f5e488180c4	ethanol, 95% in H2O, from sugar beet molasses, at distillery	9541d418-be83-3ff0-b752-774f07c6c021	ethanol, 95% in H2O, from sugar beet molasses, at distillery	kg
cbd043ef-438d-36e3-b9a7-dcaa8f0cfa86	hydrogen sulphide, H2S, at plant	3887255f-85e6-384a-845f-26bfb2b0a5b3	hydrogen sulphide, H2S, at plant	kg
b932895e-2f31-3c5c-9daa-259233b6220f	maneb, at regional storehouse	ed15bb2f-edf9-3404-a933-67f24a132c5a	maneb, at regional storehouse	kg
329155ca-b628-3315-860c-ce050a4c4827	methylene diphenyl diisocyanate, at plant	91521d32-1df4-3c6a-8192-81598a6d6f40	methylene diphenyl diisocyanate, at plant	kg
4f8c8b1c-bc22-3a5f-8fd4-46236efa8ef3	diode, glass-, SMD type, surface mounting, at plant	7d895c50-9c6b-3824-a231-58adfa190780	diode, glass-, SMD type, surface mounting, at plant	kg
c593eb5c-ddb3-3425-8099-eaaaedfc5b72	dismantling, laptop, manually, at plant	0b31427a-9d6a-38b0-a036-aab9dfdf5233	dismantling, laptop, manually, at plant	kg
146a1be2-d2e3-3991-93ac-663a927db182	rape meal, at oil mill	ef4ee267-b812-3289-8c6a-382171af3e76	rape meal, at oil mill	kg
c33d53cd-0098-3241-b94b-870ab73443a0	disposal, building, plaster board, gypsum plaster, to final disposal	4e5ddcf9-8f07-39eb-8ef1-50ebc94f4043	disposal, building, plaster board, gypsum plaster, to final disposal	kg
0c696197-646e-3d0a-99a8-f7eae4fa96c1	crude oil, at production offshore	3506f999-6589-3ab9-a3c4-d42451f2476b	crude oil, at production offshore	kg
ed0512ee-e354-38d9-85a6-7d41f95a957b	cover coat, organic, at plant	c9d64d39-9725-3707-a253-e1175d6da73b	cover coat, organic, at plant	kg
4e8aa1e9-07cc-368a-b355-698adc359f13	hydrogen, liquid, membrane cell, at plant	ad5477c8-e0f8-3d24-b9cf-1a238a68bfbf	hydrogen, liquid, membrane cell, at plant	kg
67b61db3-dff4-39b1-be3d-e43dbb03771a	barley grains conventional, Barrois, at farm	ce808785-a5e5-3d41-9080-2b7304b5fd4e	barley grains conventional, Barrois, at farm	kg
bec47da7-abeb-33d6-94af-b3d67627eeec	U enriched 4.2%, centrifugal enrichment, at nuclear fuel fabrication plant	9dcdc0ea-c031-37bd-927b-b5f69095d22a	U enriched 4.2%, centrifugal enrichment, at nuclear fuel fabrication plant	kg
82896da5-8567-3b60-9493-983e4bae1218	xenon, gaseous, at regional storage	b38ecb76-94ab-3ddd-9700-c95dd8682672	xenon, gaseous, at regional storage	kg
c4525ed7-aee6-319f-8f00-5af500703909	sodium carbonate from ammonium chloride production, at plant	5cf75c79-bcb3-388f-85f5-8fb54569328a	sodium carbonate from ammonium chloride production, at plant	kg
7d2fcdec-d2b5-3420-b00d-8be3acc54b88	phenoxy-compounds, at regional storehouse	a391800d-81fe-39b5-8bfd-87fcc66b23c6	phenoxy-compounds, at regional storehouse	kg
